"Retailer_Id","Year","KPI","KPI_Type","Method","Unit","Unit_Neum","Unit_Denom_1","Unit_Denom_2","Business_Scope","Value","New_Area","Total_Area","New_Store","Total_Store","Intensity"
"TESC",2022,"Scope 2","Measure","Location","tCO2e","","","","Global",575462,16520,2193240,65,2790,0.262379858109464
"TESC",2022,"Scope 1 and 2","Measure","Market","tCO2e","","","","Global",1047142,16520,2193240,65,2790,0.47744068136638
"TESC",2022,"Scope 1 and 2","Measure","Location","tCO2e","","","","Global",1614808,16520,2193240,65,2790,0.7362659809232
"TESC",2023,"Scope 1 - 3","Measure","Location","tCO2e","","","","Global",1438559,10640,2203880,47,2837,0.652739259850809
"TESC",2023,"Scope 1 and 2","Measure","Location","tCO2e","","","","Global",1490729,10640,2203880,47,2837,0.676411147612393
"TESC",2023,"Energy","Measure",NA,"GWh","","","","UK",4638,10640,2203880,47,2837,0.00210447029783836
"TESC",2023,"Scope 1 and 2","Measure","Market","tCO2e","","","","Global",909089,10640,2203880,47,2837,0.412494781930051
"TESC",2023,"Scope 1 and 2","Measure","Market","tCO2e","","","","UK",772944,10640,2203880,47,2837,0.350719639907799
"TESC",2023,"Energy","Measure",NA,"GWh","","","","Global",5511,10640,2203880,47,2837,0.00250058986877688
"TESC",2023,"Scope 2","Measure","Market","tCO2e","","","","Global",6259,10640,2203880,47,2837,0.00283999128809191
"TESC",2023,"Scope 1","Measure",NA,"tCO2e","","","","Global",902830,10640,2203880,47,2837,0.409654790641959
"TESC",2023,"Scope 2","Measure","Location","tCO2e","","","","Global",587899,10640,2203880,47,2837,0.266756356970434
"TESC",2023,"Scope 3","Measure","Location","tCO2e","","","","Global",529470,10640,2203880,47,2837,0.240244477920758
